customer_id,customer_name,customer_segment,city,state,customer_since
C00143,Customer_143,Consumer,Jaipur,Rajasthan,2023-09-02
C00144,Customer_144,Consumer,Jaipur,Rajasthan,2021-02-18
C00145,Customer_145,Consumer,Hyderabad,Telangana,2024-12-13
C00146,Customer_146,Consumer,Mumbai,Maharashtra,2022-11-13
C00147,Customer_147,Small Business,Jaipur,Rajasthan,2025-02-16
C00148,Customer_148,Consumer,Bengaluru,Karnataka,2022-12-09
C00149,Customer_149,Consumer,Pune,Maharashtra,2021-12-18
C00150,Customer_150,Consumer,Pune,Maharashtra,2023-09-20
C00151,Customer_151,Enterprise,Bengaluru,Karnataka,2024-05-24
C00152,Customer_152,Consumer,Mumbai,Maharashtra,2021-07-15
C00153,Customer_153,Consumer,Mumbai,Maharashtra,2021-01-21
C00154,Customer_154,Consumer,Hyderabad,Telangana,2021-12-02
C00155,Customer_155,Enterprise,Chennai,Tamil Nadu,2022-08-30
C00156,Customer_156,Consumer,Ahmedabad,Gujarat,2023-10-16
C00157,Customer_157,Small Business,Mumbai,Maharashtra,2022-09-10
C00158,Customer_158,Small Business,Delhi,Delhi,2024-02-20
C00159,Customer_159,Consumer,Hyderabad,Telangana,2020-12-17
C00160,Customer_160,Small Business,Kochi,Kerala,2024-09-20
C00161,Customer_161,Consumer,Kolkata,West Bengal,2025-05-05
C00162,Customer_162,Small Business,Kochi,Kerala,2023-07-03
C00163,Customer_163,Small Business,Hyderabad,Telangana,2025-03-22
C00164,Customer_164,Consumer,Jaipur,Rajasthan,2022-01-22
C00165,Customer_165,Consumer,Ahmedabad,Gujarat,2022-10-21
C00166,Customer_166,Small Business,Kolkata,West Bengal,2021-06-29
C00167,Customer_167,Consumer,Kochi,Kerala,2024-01-09
C00168,Customer_168,Consumer,Kolkata,West Bengal,2020-03-19
C00169,Customer_169,Consumer,Delhi,Delhi,2023-06-13
C00170,Customer_170,Consumer,Delhi,Delhi,2022-06-07
C00171,Customer_171,Small Business,Delhi,Delhi,2023-01-10
C00172,Customer_172,Consumer,Hyderabad,Telangana,2025-06-13
C00173,Customer_173,Consumer,Ahmedabad,Gujarat,2024-02-09
C00174,Customer_174,Consumer,Hyderabad,Telangana,2022-07-09
C00175,Customer_175,Small Business,Pune,Maharashtra,2021-07-03
C00176,Customer_176,Consumer,Jaipur,Rajasthan,2025-08-23
C00177,Customer_177,Small Business,Jaipur,Rajasthan,2021-01-26
C00178,Customer_178,Consumer,Delhi,Delhi,2023-10-12
C00179,Customer_179,Enterprise,Pune,Maharashtra,2022-08-31
C00180,Customer_180,Consumer,Mumbai,Maharashtra,2020-12-05
C00181,Customer_181,Consumer,Mumbai,Maharashtra,2022-01-26
C00182,Customer_182,Consumer,Delhi,Delhi,2022-11-11
C00183,Customer_183,Enterprise,,Kerala,2022-07-27
C00184,Customer_184,Small Business,Hyderabad,Telangana,2022-04-27
C00185,Customer_185,Consumer,Delhi,Delhi,2021-03-17
C00186,Customer_186,Small Business,Chennai,Tamil Nadu,2020-05-09
C00187,Customer_187,Small Business,Kolkata,West Bengal,2021-08-19
C00188,Customer_188,Consumer,Jaipur,Rajasthan,2025-05-12
C00189,Customer_189,Consumer,Mumbai,Maharashtra,2024-02-14
C00190,Customer_190,Consumer,Bengaluru,Karnataka,2022-05-11
C00191,Customer_191,Consumer,Mumbai,Maharashtra,2022-09-25
C00192,Customer_192,Small Business,Jaipur,Rajasthan,2024-03-31
C00193,Customer_193,Enterprise,Kolkata,West Bengal,2024-06-28
C00194,Customer_194,Small Business,Jaipur,Rajasthan,2024-02-20
C00195,Customer_195,Consumer,Bengaluru,Karnataka,2024-10-02
C00196,Customer_196,Consumer,Delhi,Delhi,2023-12-20
C00197,Customer_197,Small Business,Pune,Maharashtra,2025-01-31
C00198,Customer_198,Small Business,Bengaluru,Karnataka,2020-09-21
C00199,Customer_199,Small Business,Jaipur,Rajasthan,2024-01-02
C00200,Customer_200,Small Business,Jaipur,Rajasthan,2020-06-05
C00201,Customer_201,Small Business,Chennai,Tamil Nadu,2023-12-16
C00202,Customer_202,Consumer,Chennai,Tamil Nadu,2024-06-20
C00203,Customer_203,Consumer,Ahmedabad,Gujarat,2022-06-13
C00204,Customer_204,Small Business,Chennai,Tamil Nadu,2025-11-14
C00205,Customer_205,Small Business,Hyderabad,Telangana,2021-05-27
C00206,Customer_206,Consumer,Pune,Maharashtra,2020-08-03
C00207,Customer_207,Consumer,Kolkata,West Bengal,2025-12-12
C00208,Customer_208,Small Business,Bengaluru,Karnataka,2024-09-02
C00209,Customer_209,Consumer,Jaipur,Rajasthan,2025-10-07
C00210,Customer_210,Consumer,Ahmedabad,Gujarat,2024-04-16
C00211,Customer_211,Consumer,Ahmedabad,Gujarat,2025-11-23
C00212,Customer_212,Small Business,Kolkata,West Bengal,2023-02-02
C00213,Customer_213,Small Business,Pune,Maharashtra,2020-08-15
C00214,Customer_214,Consumer,Bengaluru,Karnataka,2024-01-27
C00215,Customer_215,Small Business,Mumbai,Maharashtra,2022-03-12
C00216,Customer_216,Consumer,Chennai,Tamil Nadu,2024-06-10
C00217,Customer_217,Consumer,Delhi,Delhi,2025-03-20
C00218,Customer_218,Small Business,Ahmedabad,Gujarat,2021-04-16
C00219,Customer_219,Small Business,Chennai,Tamil Nadu,2022-12-15
C00220,Customer_220,Small Business,,Tamil Nadu,2025-08-22
C00221,Customer_221,Small Business,Hyderabad,Telangana,2022-11-07
C00222,Customer_222,Consumer,Pune,Maharashtra,2025-11-30
C00223,Customer_223,Consumer,Delhi,Delhi,2020-08-16
C00224,Customer_224,Consumer,Mumbai,Maharashtra,2020-06-19
C00225,Customer_225,Consumer,Jaipur,Rajasthan,2020-10-21
C00226,Customer_226,Consumer,Hyderabad,Telangana,2020-07-07
C00227,Customer_227,Enterprise,Chennai,Tamil Nadu,2021-03-01
C00228,Customer_228,Consumer,Chennai,Tamil Nadu,2022-09-03
C00229,Customer_229,Small Business,Kochi,Kerala,2023-01-07
C00230,Customer_230,Small Business,Delhi,Delhi,2022-07-07
C00231,Customer_231,Small Business,Delhi,Delhi,2021-05-13
C00232,Customer_232,Consumer,Kochi,Kerala,2024-12-26
C00233,Customer_233,Consumer,Delhi,Delhi,2022-05-15
C00234,Customer_234,Consumer,Chennai,Tamil Nadu,2022-04-05
C00235,Customer_235,Consumer,Ahmedabad,Gujarat,2025-02-01
C00236,Customer_236,Small Business,Bengaluru,Karnataka,2025-10-19
C00237,Customer_237,Consumer,Chennai,Tamil Nadu,2020-05-25
C00238,Customer_238,Consumer,Hyderabad,Telangana,2024-06-29
C00239,Customer_239,Small Business,Pune,Maharashtra,2023-08-12
C00240,Customer_240,Consumer,Kochi,Kerala,2021-04-14
C00241,Customer_241,Enterprise,Mumbai,Maharashtra,2020-07-11
C00242,Customer_242,Enterprise,Jaipur,Rajasthan,2022-12-27
C00243,Customer_243,Enterprise,Mumbai,Maharashtra,2020-02-21
C00244,Customer_244,Consumer,Chennai,Tamil Nadu,2024-12-25
C00245,Customer_245,Consumer,Hyderabad,Telangana,2025-02-12
C00246,Customer_246,Enterprise,Chennai,Tamil Nadu,2024-11-21
C00247,Customer_247,Consumer,Pune,Maharashtra,2023-12-25
C00248,Customer_248,Enterprise,Ahmedabad,Gujarat,2025-02-10
C00249,Customer_249,Enterprise,Jaipur,Rajasthan,2025-06-30
C00250,Customer_250,Small Business,Pune,Maharashtra,2023-12-05
C00251,Customer_251,Consumer,Kochi,Kerala,2022-04-19
C00252,Customer_252,Consumer,Kochi,Kerala,2020-08-28
C00253,Customer_253,Small Business,Chennai,Tamil Nadu,2021-06-19
C00254,Customer_254,Consumer,Hyderabad,Telangana,2023-11-08
C00255,Customer_255,Consumer,Pune,Maharashtra,2020-03-23
C00256,Customer_256,Consumer,Kolkata,West Bengal,2022-09-08
C00257,Customer_257,Enterprise,Hyderabad,Telangana,2022-08-08
C00258,Customer_258,Small Business,Ahmedabad,Gujarat,2021-09-02
C00259,Customer_259,Consumer,Kochi,Kerala,2021-07-27
C00260,Customer_260,Consumer,Chennai,Tamil Nadu,2022-09-15
C00261,Customer_261,Small Business,Delhi,Delhi,2021-04-03
C00262,Customer_262,Enterprise,Kochi,Kerala,2025-12-13
C00263,Customer_263,Consumer,Jaipur,Rajasthan,2024-03-02
C00264,Customer_264,Consumer,Bengaluru,Karnataka,2025-06-07
C00265,Customer_265,Small Business,Delhi,Delhi,2024-04-15
C00266,Customer_266,Small Business,Chennai,Tamil Nadu,2025-11-29
C00267,Customer_267,Small Business,Kolkata,West Bengal,2020-05-01
C00268,Customer_268,Small Business,Delhi,Delhi,2020-09-29
C00269,Customer_269,Consumer,Jaipur,Rajasthan,2023-08-10
C00270,Customer_270,Consumer,Hyderabad,Telangana,2021-02-01
C00271,Customer_271,Small Business,Kolkata,West Bengal,2022-09-11
C00272,Customer_272,Small Business,Kochi,Kerala,2023-05-15
C00273,Customer_273,Small Business,Kolkata,West Bengal,2023-02-07
C00274,Customer_274,Enterprise,Pune,Maharashtra,2023-07-25
C00275,Customer_275,Consumer,Jaipur,Rajasthan,2025-03-25
C00276,Customer_276,Consumer,Delhi,Delhi,2024-02-14
C00277,Customer_277,Small Business,Pune,Maharashtra,2025-03-31
C00278,Customer_278,Small Business,Kolkata,West Bengal,2022-03-30
C00279,Customer_279,Small Business,Pune,Maharashtra,2025-05-10
C00280,Customer_280,Small Business,Mumbai,Maharashtra,2020-06-27
C00281,Customer_281,Small Business,Jaipur,Rajasthan,2022-06-15
C00282,Customer_282,Consumer,Ahmedabad,Gujarat,2025-05-26
C00283,Customer_283,Consumer,Hyderabad,Telangana,2024-03-31
C00284,Customer_284,Consumer,Kolkata,West Bengal,2021-05-06
C00285,Customer_285,Consumer,Jaipur,Rajasthan,2020-03-01
C00286,Customer_286,Consumer,Ahmedabad,Gujarat,2022-12-13
C00287,Customer_287,Consumer,Ahmedabad,Gujarat,2024-08-30
C00288,Customer_288,Consumer,Chennai,Tamil Nadu,2020-03-05
C00289,Customer_289,Consumer,Pune,Maharashtra,2021-08-08
C00290,Customer_290,Consumer,Ahmedabad,Gujarat,2024-09-23
C00291,Customer_291,Consumer,Mumbai,Maharashtra,2021-06-18
C00292,Customer_292,Consumer,Jaipur,Rajasthan,2025-11-25
C00293,Customer_293,Small Business,Bengaluru,Karnataka,2025-02-13
C00294,Customer_294,Consumer,Bengaluru,Karnataka,2022-10-01
C00295,Customer_295,Consumer,Kolkata,West Bengal,2023-05-14
C00296,Customer_296,Consumer,Kochi,Kerala,2022-11-05
C00297,Customer_297,Small Business,Pune,Maharashtra,2020-11-22
C00298,Customer_298,Consumer,Kochi,Kerala,2021-08-30
C00299,Customer_299,Small Business,Ahmedabad,Gujarat,2020-01-02
C00300,Customer_300,Consumer,Jaipur,Rajasthan,2022-10-30
C00301,Customer_301,Consumer,Kolkata,West Bengal,2020-05-04
C00302,Customer_302,Consumer,Delhi,Delhi,2023-01-09
C00303,Customer_303,Consumer,Ahmedabad,Gujarat,2025-02-04
C00304,Customer_304,Small Business,Pune,Maharashtra,2023-03-19
C00305,Customer_305,Small Business,Bengaluru,Karnataka,2020-05-08
C00306,Customer_306,Enterprise,Chennai,Tamil Nadu,2021-03-13
C00307,Customer_307,Consumer,Jaipur,Rajasthan,2022-01-20
C00308,Customer_308,Consumer,Hyderabad,Telangana,2023-05-06
C00309,Customer_309,Small Business,Kochi,Kerala,2022-06-20
C00310,Customer_310,Consumer,Kolkata,West Bengal,2025-09-23
C00311,Customer_311,Consumer,Kochi,Kerala,2023-07-26
C00312,Customer_312,Consumer,Jaipur,Rajasthan,2023-12-04
C00313,Customer_313,Consumer,Kochi,Kerala,2021-01-25
C00314,Customer_314,Enterprise,Jaipur,Rajasthan,2022-12-03
C00315,Customer_315,Small Business,Kochi,Kerala,2020-01-27
C00316,Customer_316,Small Business,Mumbai,Maharashtra,2021-07-01
C00317,Customer_317,Consumer,Delhi,Delhi,2021-07-20
C00318,Customer_318,Consumer,Ahmedabad,Gujarat,2021-12-04
C00319,Customer_319,Consumer,Ahmedabad,Gujarat,2023-05-27
C00320,Customer_320,Consumer,Pune,Maharashtra,2020-07-03
C00321,Customer_321,Consumer,Hyderabad,Telangana,2024-05-09
C00322,Customer_322,Small Business,Hyderabad,Telangana,2025-03-28
C00323,Customer_323,Small Business,Pune,Maharashtra,2022-04-27
C00324,Customer_324,Consumer,Chennai,Tamil Nadu,2021-08-21
C00325,Customer_325,Enterprise,Ahmedabad,Gujarat,2022-03-16
C00326,Customer_326,Small Business,Chennai,Tamil Nadu,2023-09-19
C00327,Customer_327,Consumer,Jaipur,Rajasthan,2025-10-27
C00328,Customer_328,Small Business,Jaipur,Rajasthan,2025-02-21
C00329,Customer_329,Consumer,Bengaluru,Karnataka,2021-06-29
C00330,Customer_330,Consumer,Kochi,Kerala,2024-06-20
C00331,Customer_331,Consumer,Hyderabad,Telangana,2025-09-10
C00332,Customer_332,Small Business,Bengaluru,Karnataka,2025-04-10
C00333,Customer_333,Consumer,Delhi,Delhi,2021-09-08
C00334,Customer_334,Consumer,Pune,Maharashtra,2023-04-18
C00335,Customer_335,Consumer,Pune,Maharashtra,2024-10-25
C00336,Customer_336,Consumer,Jaipur,Rajasthan,2020-08-13
C00337,Customer_337,Small Business,Ahmedabad,Gujarat,2021-10-31
C00338,Customer_338,Small Business,Chennai,Tamil Nadu,2024-10-29
C00339,Customer_339,Consumer,Hyderabad,Telangana,2022-07-05
C00340,Customer_340,Consumer,Bengaluru,Karnataka,2025-12-13
C00341,Customer_341,Consumer,Chennai,Tamil Nadu,2025-10-22
C00342,Customer_342,Consumer,Bengaluru,Karnataka,2023-04-29
C00343,Customer_343,Consumer,Kochi,Kerala,2024-09-01
C00344,Customer_344,Consumer,Delhi,Delhi,2025-01-16
C00345,Customer_345,Consumer,Delhi,Delhi,2025-06-06
C00346,Customer_346,Small Business,Chennai,Tamil Nadu,2020-02-25
C00347,Customer_347,Small Business,Chennai,Tamil Nadu,2021-12-20
C00348,Customer_348,Consumer,Chennai,Tamil Nadu,2025-09-10
C00349,Customer_349,Consumer,Bengaluru,Karnataka,2021-07-27
C00350,Customer_350,Small Business,Kochi,Kerala,2021-10-28
C00351,Customer_351,Consumer,,Maharashtra,2020-10-10
C00352,Customer_352,Small Business,Chennai,Tamil Nadu,2024-10-10
C00353,Customer_353,Small Business,Ahmedabad,Gujarat,2021-05-12
C00354,Customer_354,Consumer,Hyderabad,Telangana,2024-01-05
C00355,Customer_355,Consumer,Hyderabad,Telangana,2020-05-09
C00356,Customer_356,Small Business,Bengaluru,Karnataka,2021-09-30
C00357,Customer_357,Consumer,Chennai,Tamil Nadu,2025-12-01
C00358,Customer_358,Consumer,Jaipur,Rajasthan,2025-08-22
C00359,Customer_359,Enterprise,Pune,Maharashtra,2022-09-12
C00360,Customer_360,Consumer,Mumbai,Maharashtra,2022-09-19
C00361,Customer_361,Consumer,Ahmedabad,Gujarat,2025-10-22
C00362,Customer_362,Small Business,Kochi,Kerala,2020-04-10
C00363,Customer_363,Consumer,Jaipur,Rajasthan,2021-03-02
C00364,Customer_364,Consumer,Delhi,Delhi,2020-02-10
C00365,Customer_365,Enterprise,Jaipur,Rajasthan,2021-03-04
C00366,Customer_366,Consumer,Bengaluru,Karnataka,2020-12-09
C00367,Customer_367,Enterprise,Mumbai,Maharashtra,2020-12-31
C00368,Customer_368,Enterprise,Kolkata,West Bengal,2021-08-31
C00369,Customer_369,Consumer,Kolkata,West Bengal,2021-12-28
C00370,Customer_370,Consumer,Chennai,Tamil Nadu,2022-04-04
C00371,Customer_371,Consumer,Chennai,Tamil Nadu,2023-10-07
C00372,Customer_372,Consumer,Bengaluru,Karnataka,2022-06-07
C00373,Customer_373,Consumer,Kochi,Kerala,2025-08-05
C00374,Customer_374,Small Business,Chennai,Tamil Nadu,2023-09-03
C00375,Customer_375,Consumer,Pune,Maharashtra,2023-07-20
C00376,Customer_376,Consumer,Mumbai,Maharashtra,2020-04-26
C00377,Customer_377,Small Business,Bengaluru,Karnataka,2023-01-22
C00378,Customer_378,Consumer,Hyderabad,Telangana,2020-06-16
C00379,Customer_379,Small Business,Delhi,Delhi,2024-10-04
C00380,Customer_380,Consumer,Bengaluru,Karnataka,2023-09-26
C00381,Customer_381,Consumer,Bengaluru,Karnataka,2021-11-25
C00382,Customer_382,Small Business,Kolkata,West Bengal,2022-07-13
C00383,Customer_383,Small Business,Ahmedabad,Gujarat,2020-05-31
C00384,Customer_384,Small Business,Kochi,Kerala,2021-08-08
C00385,Customer_385,Small Business,Ahmedabad,Gujarat,2022-07-01
C00386,Customer_386,Small Business,Pune,Maharashtra,2024-04-26
C00387,Customer_387,Consumer,Hyderabad,Telangana,2021-05-10
C00388,Customer_388,Consumer,Kolkata,West Bengal,2025-11-18
C00389,Customer_389,Small Business,Hyderabad,Telangana,2021-07-10
C00390,Customer_390,Small Business,Pune,Maharashtra,2023-01-10
C00391,Customer_391,Enterprise,Ahmedabad,Gujarat,2024-04-01
C00392,Customer_392,Consumer,Bengaluru,Karnataka,2025-10-21
C00393,Customer_393,Consumer,Chennai,Tamil Nadu,2020-06-05
C00394,Customer_394,Small Business,Chennai,Tamil Nadu,2022-01-04
C00395,Customer_395,Consumer,Jaipur,Rajasthan,2025-12-19
C00396,Customer_396,Enterprise,Delhi,Delhi,2023-11-28
C00397,Customer_397,Small Business,Kochi,Kerala,2021-07-12
C00398,Customer_398,Consumer,Pune,Maharashtra,2025-11-24
C00399,Customer_399,Small Business,Delhi,Delhi,2020-06-03
C00400,Customer_400,Small Business,Kochi,Kerala,2022-09-23
C00401,Customer_401,Consumer,Delhi,Delhi,2021-06-14
C00402,Customer_402,Enterprise,Ahmedabad,Gujarat,2025-05-25
C00403,Customer_403,Consumer,Kochi,Kerala,2021-12-29
C00404,Customer_404,Small Business,Ahmedabad,Gujarat,2023-03-23
C00405,Customer_405,Consumer,Bengaluru,Karnataka,2020-06-02
C00406,Customer_406,Small Business,Kolkata,West Bengal,2020-04-01
