order_id,order_date,customer_id,product_id,quantity,discount_pct,shipping_cost,sales_channel,order_status,base_price,unit_cost,unit_price,revenue,product_cost,profit
O000175,2025-09-22,C02006,P0050,4,0.15,59.37646913192904,Store,Cancelled,12599.98,7440.87,10709.98,42839.92,29763.48,13017.06
O000176,2025-12-18,C02066,P0069,2,0.1,745.0596114281208,Online,Completed,728.09,572.9,655.28,1310.56,1145.8,-580.3
O000177,2025-04-05,C00908,P0058,2,0.1,818.5811507257587,Online,Completed,2016.07,1486.71,1814.46,3628.92,2973.42,-163.08
O000178,2023-08-04,C00130,P0015,1,0.1,963.6639938433331,Online,Completed,68260.89,49534.02,61434.8,61434.8,49534.02,10937.12
O000179,2024-10-18,C00938,P0048,2,0.0,633.6768661303033,Online,Completed,4817.07,3708.5,4817.07,9634.14,7417.0,1583.46
O000180,2025-07-23,C00815,P0006,4,0.0,73.97274143546088,Online,Completed,46399.31,28017.75,46399.31,185597.24,112071.0,73452.27
O000181,2023-11-07,C01754,P0004,1,0.1,782.9224338846303,Store,Completed,42415.33,30150.61,38173.8,38173.8,30150.61,7240.27
O000182,2024-07-10,C01511,P0023,1,0.1,859.5025739648347,Online,Completed,18652.9,11870.8,16787.61,16787.61,11870.8,4057.31
O000183,2025-08-29,C00015,P0045,4,0.05,571.5496231572502,Online,Completed,2648.4,2040.25,2515.98,10063.92,8161.0,1331.37
O000184,2023-09-14,C01520,P0065,3,0.1,1363.4578169320166,Store,Completed,2151.86,1389.65,1936.67,5810.01,4168.95,277.6
O000185,2024-06-16,C02038,P0056,2,0.15,477.62421552034215,Online,Completed,3220.25,2334.13,2737.21,5474.42,4668.26,328.54
O000186,2023-02-21,C01210,P0063,2,0.05,113.83868287759974,Store,Cancelled,3877.55,3036.56,3683.67,7367.34,6073.12,1180.38
O000187,2025-12-26,C01007,P0015,1,0.1,1287.921851737497,Online,Completed,68260.89,49534.02,61434.8,61434.8,49534.02,10612.86
O000188,2023-10-27,C00707,P0004,3,0.05,1490.9219934534428,Online,Completed,42415.33,30150.61,40294.56,120883.68,90451.83,28940.93
O000189,2024-11-02,C00703,P0032,2,0.1,1234.8185021043425,Online,Completed,24167.24,14201.94,21750.52,43501.04,28403.88,13862.34
O000190,2025-02-16,C00746,P0009,1,0.1,358.6624000132906,Online,Completed,55010.92,39856.38,49509.83,49509.83,39856.38,9294.79
O000191,2025-04-11,C02480,P0057,3,0.15,316.2940028029563,Online,Completed,2399.62,1477.21,2039.68,6119.04,4431.63,1371.12
O000192,2023-08-20,C01985,P0067,2,0.15,176.14939065235617,Online,Completed,3630.57,2847.91,3085.98,6171.96,5695.82,299.99
O000193,2025-09-01,C00036,P0039,2,0.05,1325.2675042489889,Store,Completed,15201.43,10476.48,14441.36,28882.72,20952.96,6604.49
O000194,2025-12-27,C00747,P0040,2,0.2,1127.6506908448055,Online,Completed,19597.45,13150.79,15677.96,31355.92,26301.58,3926.69
O000195,2023-01-28,C02065,P0016,2,0.0,1406.3600428840987,Online,Completed,77138.7,54809.17,77138.7,154277.4,109618.34,43252.7
O000196,2025-12-10,C02081,P0010,1,0.1,1007.1460328897681,Store,Completed,56479.09,32881.48,50831.18,50831.18,32881.48,16942.55
O000197,2024-08-13,C02397,P0053,1,0.05,111.67728545138127,Online,Completed,19337.72,12777.59,18370.83,18370.83,12777.59,5481.56
O000198,2025-02-23,C01404,P0065,5,0.15,509.33689538760893,Online,Completed,2151.86,1389.65,1829.08,9145.4,6948.25,1687.81
